"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-02","Alberta","2016A000248","Public administration [91]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057792","10.19.1.1","118.5","","","","1"
"2019-03","Alberta","2016A000248","Public administration [91]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057792","10.19.1.1","120.6","","","","1"
"2019-04","Alberta","2016A000248","Public administration [91]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057792","10.19.1.1","119.4","","","","1"
"2019-05","Alberta","2016A000248","Public administration [91]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057792","10.19.1.1","117.0","","","","1"
"2019-06","Alberta","2016A000248","Public administration [91]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057792","10.19.1.1","115.4","","","","1"
"2019-07","Alberta","2016A000248","Public administration [91]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057792","10.19.1.1","113.6","","","","1"
"2019-08","Alberta","2016A000248","Public administration [91]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057792","10.19.1.1","115.4","","","","1"
"2019-09","Alberta","2016A000248","Public administration [91]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057792","10.19.1.1","115.4","","","","1"
"2019-10","Alberta","2016A000248","Public administration [91]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057792","10.19.1.1","112.0","","","","1"
"2019-11","Alberta","2016A000248","Public administration [91]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057792","10.19.1.1","108.8","","","","1"
"2019-12","Alberta","2016A000248","Public administration [91]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057792","10.19.1.1","107.3","","","","1"
"2020-01","Alberta","2016A000248","Public administration [91]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057792","10.19.1.1","106.0","","","","1"
"2020-02","Alberta","2016A000248","Public administration [91]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057792","10.19.1.1","107.1","","","","1"
"2016-02","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","469.3","","","","1"
"2016-03","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","470.9","","","","1"
"2016-04","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","474.9","","","","1"
"2016-05","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","470.3","","","","1"
"2016-06","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","466.1","","","","1"
"2016-07","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","470.9","","","","1"
"2016-08","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","469.7","","","","1"
"2016-09","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","465.6","","","","1"
"2016-10","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","473.4","","","","1"
"2016-11","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","475.8","","","","1"
"2016-12","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","477.1","","","","1"
"2017-01","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","477.5","","","","1"
"2017-02","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","483.7","","","","1"
"2017-03","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","482.6","","","","1"
"2017-04","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","482.8","","","","1"
"2017-05","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","488.0","","","","1"
"2017-06","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","501.7","","","","1"
"2017-07","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","500.0","","","","1"
"2017-08","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","502.4","","","","1"
"2017-09","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","491.1","","","","1"
"2017-10","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","496.5","","","","1"
"2017-11","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","500.9","","","","1"
"2017-12","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","495.1","","","","1"
"2018-01","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","512.0","","","","1"
"2018-02","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","508.3","","","","1"
"2018-03","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","503.0","","","","1"
"2018-04","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","502.6","","","","1"
"2018-05","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","495.2","","","","1"
"2018-06","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","495.9","","","","1"
"2018-07","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","492.4","","","","1"
"2018-08","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","487.2","","","","1"
"2018-09","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","501.1","","","","1"
"2018-10","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","497.9","","","","1"
"2018-11","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","502.9","","","","1"
"2018-12","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","504.1","","","","1"
"2019-01","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","489.3","","","","1"
"2019-02","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","484.7","","","","1"
"2019-03","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","487.0","","","","1"
"2019-04","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","494.8","","","","1"
"2019-05","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","504.4","","","","1"
"2019-06","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","488.0","","","","1"
"2019-07","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","482.3","","","","1"
"2019-08","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","481.6","","","","1"
"2019-09","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","477.7","","","","1"
"2019-10","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","478.2","","","","1"
"2019-11","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","474.3","","","","1"
"2019-12","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","478.8","","","","1"
"2020-01","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","481.0","","","","1"
"2020-02","British Columbia","2016A000259","Goods-producing sector","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057794","11.2.1.1","479.6","","","","1"
"2016-02","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","19.7","","","","1"
"2016-03","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","25.0","","","","1"
"2016-04","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","22.3","","","","1"
"2016-05","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","24.0","","","","1"
"2016-06","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","24.4","","","","1"
"2016-07","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","26.4","","","","1"
"2016-08","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","24.5","","","","1"
"2016-09","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","25.9","","","","1"
"2016-10","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","26.0","","","","1"
"2016-11","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","24.5","","","","1"
"2016-12","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","30.1","","","","1"
"2017-01","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","26.5","","","","1"
"2017-02","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","27.9","","","","1"
"2017-03","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","25.5","","","","1"
"2017-04","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","27.1","","","","1"
"2017-05","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","26.6","","","","1"
"2017-06","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","28.6","","","","1"
"2017-07","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","25.4","","","","1"
"2017-08","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","28.7","","","","1"
"2017-09","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","24.0","","","","1"
"2017-10","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","26.5","","","","1"
"2017-11","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","25.0","","","","1"
"2017-12","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","23.5","","","","1"
"2018-01","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","26.4","","","","1"
"2018-02","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","26.5","","","","1"
"2018-03","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","22.3","","","","1"
"2018-04","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","24.3","","","","1"
"2018-05","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","23.0","","","","1"
"2018-06","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","22.1","","","","1"
"2018-07","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","22.2","","","","1"
"2018-08","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","20.3","","","","1"
"2018-09","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","24.8","","","","1"
"2018-10","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","23.5","","","","1"
"2018-11","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","26.3","","","","1"
"2018-12","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","25.4","","","","1"
"2019-01","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","26.3","","","","1"
"2019-02","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","24.6","","","","1"
"2019-03","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","27.0","","","","1"
"2019-04","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","26.1","","","","1"
"2019-05","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","28.7","","","","1"
"2019-06","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","24.8","","","","1"
"2019-07","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","25.3","","","","1"
"2019-08","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","27.3","","","","1"
"2019-09","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","27.0","","","","1"
"2019-10","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","27.7","","","","1"
"2019-11","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","27.5","","","","1"
"2019-12","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","26.5","","","","1"
"2020-01","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","26.8","","","","1"
"2020-02","British Columbia","2016A000259","Agriculture [111-112, 1100, 1151-1152]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057795","11.3.1.1","26.9","","","","1"
"2016-02","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","54.2","","","","1"
"2016-03","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","51.8","","","","1"
"2016-04","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","49.9","","","","1"
"2016-05","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","51.7","","","","1"
"2016-06","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","51.8","","","","1"
"2016-07","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","51.5","","","","1"
"2016-08","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","50.8","","","","1"
"2016-09","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","49.4","","","","1"
"2016-10","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","49.1","","","","1"
"2016-11","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","51.6","","","","1"
"2016-12","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","47.0","","","","1"
"2017-01","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","49.8","","","","1"
"2017-02","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","48.0","","","","1"
"2017-03","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","51.0","","","","1"
"2017-04","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","49.9","","","","1"
"2017-05","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","51.3","","","","1"
"2017-06","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","50.3","","","","1"
"2017-07","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","50.8","","","","1"
"2017-08","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","50.1","","","","1"
"2017-09","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","50.1","","","","1"
"2017-10","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","47.2","","","","1"
"2017-11","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","48.3","","","","1"
"2017-12","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","49.5","","","","1"
"2018-01","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","48.7","","","","1"
"2018-02","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","49.8","","","","1"
"2018-03","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","49.6","","","","1"
"2018-04","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","48.3","","","","1"
"2018-05","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","48.4","","","","1"
"2018-06","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","49.8","","","","1"
"2018-07","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","50.0","","","","1"
"2018-08","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","48.1","","","","1"
"2018-09","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","49.5","","","","1"
"2018-10","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","50.9","","","","1"
"2018-11","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","49.8","","","","1"
"2018-12","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","50.7","","","","1"
"2019-01","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","46.8","","","","1"
"2019-02","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","48.9","","","","1"
"2019-03","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","47.0","","","","1"
"2019-04","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","48.3","","","","1"
"2019-05","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","46.0","","","","1"
"2019-06","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","44.3","","","","1"
"2019-07","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","42.3","","","","1"
"2019-08","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","43.3","","","","1"
"2019-09","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","41.2","","","","1"
