"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-12","Newfoundland and Labrador","2016A000210","Transportation and warehousing [48-49]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057631","2.10.1.1","10.9","","","","1"
"2020-01","Newfoundland and Labrador","2016A000210","Transportation and warehousing [48-49]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057631","2.10.1.1","11.4","","","","1"
"2020-02","Newfoundland and Labrador","2016A000210","Transportation and warehousing [48-49]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057631","2.10.1.1","11.3","","","","1"
"2016-02","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","8.6","","","","1"
"2016-03","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","8.5","","","","1"
"2016-04","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","8.5","","","","1"
"2016-05","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","8.2","","","","1"
"2016-06","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","7.8","","","","1"
"2016-07","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","7.7","","","","1"
"2016-08","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","8.0","","","","1"
"2016-09","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","7.4","","","","1"
"2016-10","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","7.1","","","","1"
"2016-11","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","7.0","","","","1"
"2016-12","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","7.3","","","","1"
"2017-01","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","6.9","","","","1"
"2017-02","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","6.7","","","","1"
"2017-03","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","6.4","","","","1"
"2017-04","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","6.2","","","","1"
"2017-05","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","5.9","","","","1"
"2017-06","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","6.2","","","","1"
"2017-07","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","5.7","","","","1"
"2017-08","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","5.7","","","","1"
"2017-09","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","6.1","","","","1"
"2017-10","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","6.6","","","","1"
"2017-11","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","7.0","","","","1"
"2017-12","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","7.1","","","","1"
"2018-01","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","6.8","","","","1"
"2018-02","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","6.7","","","","1"
"2018-03","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","6.9","","","","1"
"2018-04","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","7.2","","","","1"
"2018-05","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","7.6","","","","1"
"2018-06","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","7.8","","","","1"
"2018-07","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","7.7","","","","1"
"2018-08","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","8.0","","","","1"
"2018-09","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","7.7","","","","1"
"2018-10","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","7.3","","","","1"
"2018-11","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","7.2","","","","1"
"2018-12","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","6.9","","","","1"
"2019-01","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","8.0","","","","1"
"2019-02","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","7.8","","","","1"
"2019-03","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","7.5","","","","1"
"2019-04","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","7.4","","","","1"
"2019-05","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","7.4","","","","1"
"2019-06","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","6.9","","","","1"
"2019-07","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","7.1","","","","1"
"2019-08","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","6.6","","","","1"
"2019-09","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","6.4","","","","1"
"2019-10","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","6.4","","","","1"
"2019-11","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","6.3","","","","1"
"2019-12","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","6.4","","","","1"
"2020-01","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","6.1","","","","1"
"2020-02","Newfoundland and Labrador","2016A000210","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057632","2.11.1.1","6.8","","","","1"
"2016-02","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","10.7","","","","1"
"2016-03","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","10.6","","","","1"
"2016-04","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","9.9","","","","1"
"2016-05","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","10.1","","","","1"
"2016-06","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","10.0","","","","1"
"2016-07","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","9.9","","","","1"
"2016-08","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","10.2","","","","1"
"2016-09","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","10.3","","","","1"
"2016-10","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","10.5","","","","1"
"2016-11","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","10.4","","","","1"
"2016-12","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","11.1","","","","1"
"2017-01","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","10.8","","","","1"
"2017-02","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","10.6","","","","1"
"2017-03","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","10.1","","","","1"
"2017-04","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","10.3","","","","1"
"2017-05","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","10.2","","","","1"
"2017-06","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","9.7","","","","1"
"2017-07","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","9.9","","","","1"
"2017-08","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","9.3","","","","1"
"2017-09","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","8.9","","","","1"
"2017-10","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","8.8","","","","1"
"2017-11","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","8.8","","","","1"
"2017-12","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","8.6","","","","1"
"2018-01","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","8.6","","","","1"
"2018-02","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","8.8","","","","1"
"2018-03","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","8.9","","","","1"
"2018-04","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","9.3","","","","1"
"2018-05","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","9.4","","","","1"
"2018-06","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","10.3","","","","1"
"2018-07","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","10.1","","","","1"
"2018-08","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","10.2","","","","1"
"2018-09","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","11.0","","","","1"
"2018-10","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","10.7","","","","1"
"2018-11","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","10.4","","","","1"
"2018-12","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","10.2","","","","1"
"2019-01","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","10.2","","","","1"
"2019-02","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","10.2","","","","1"
"2019-03","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","10.5","","","","1"
"2019-04","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","10.2","","","","1"
"2019-05","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","9.9","","","","1"
"2019-06","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","8.9","","","","1"
"2019-07","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","9.5","","","","1"
"2019-08","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","9.5","","","","1"
"2019-09","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","9.3","","","","1"
"2019-10","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","9.4","","","","1"
"2019-11","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","9.9","","","","1"
"2019-12","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","9.7","","","","1"
"2020-01","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","9.2","","","","1"
"2020-02","Newfoundland and Labrador","2016A000210","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057633","2.12.1.1","9.1","","","","1"
"2016-02","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","7.2","","","","1"
"2016-03","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","7.4","","","","1"
"2016-04","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","7.3","","","","1"
"2016-05","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","7.0","","","","1"
"2016-06","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","7.0","","","","1"
"2016-07","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","6.3","","","","1"
"2016-08","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","6.2","","","","1"
"2016-09","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","6.2","","","","1"
"2016-10","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","6.5","","","","1"
"2016-11","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","6.5","","","","1"
"2016-12","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","6.4","","","","1"
"2017-01","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","6.4","","","","1"
"2017-02","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","6.5","","","","1"
"2017-03","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","6.2","","","","1"
"2017-04","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","6.6","","","","1"
"2017-05","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","7.0","","","","1"
"2017-06","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","7.2","","","","1"
"2017-07","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","8.1","","","","1"
"2017-08","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","7.5","","","","1"
"2017-09","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","6.4","","","","1"
"2017-10","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","6.9","","","","1"
"2017-11","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","7.2","","","","1"
"2017-12","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","6.6","","","","1"
"2018-01","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","6.6","","","","1"
"2018-02","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","6.6","","","","1"
"2018-03","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","6.7","","","","1"
"2018-04","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","6.3","","","","1"
"2018-05","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","6.3","","","","1"
"2018-06","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","5.9","","","","1"
"2018-07","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","5.8","","","","1"
"2018-08","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","6.3","","","","1"
"2018-09","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","6.6","","","","1"
"2018-10","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","6.5","","","","1"
"2018-11","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","6.5","","","","1"
"2018-12","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","7.0","","","","1"
"2019-01","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","7.5","","","","1"
"2019-02","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","7.4","","","","1"
"2019-03","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","7.4","","","","1"
"2019-04","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","7.6","","","","1"
"2019-05","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","7.5","","","","1"
"2019-06","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","8.0","","","","1"
"2019-07","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","7.4","","","","1"
"2019-08","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","7.3","","","","1"
"2019-09","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","8.0","","","","1"
"2019-10","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","7.9","","","","1"
"2019-11","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","7.4","","","","1"
"2019-12","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","6.9","","","","1"
"2020-01","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","7.2","","","","1"
"2020-02","Newfoundland and Labrador","2016A000210","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057634","2.13.1.1","7.1","","","","1"
"2016-02","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","14.4","","","","1"
