"REF_DATE","GEO","DGUID","Labour force characteristics","Sex","Age group","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018-09","Nova Scotia","2016A000212","Population","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063529","4.1.3.6.1.1","182.3","","","","1"
"2018-10","Nova Scotia","2016A000212","Population","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063529","4.1.3.6.1.1","182.3","","","","1"
"2018-11","Nova Scotia","2016A000212","Population","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063529","4.1.3.6.1.1","182.3","","","","1"
"2018-12","Nova Scotia","2016A000212","Population","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063529","4.1.3.6.1.1","182.4","","","","1"
"2019-01","Nova Scotia","2016A000212","Population","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063529","4.1.3.6.1.1","182.3","","","","1"
"2019-02","Nova Scotia","2016A000212","Population","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063529","4.1.3.6.1.1","182.3","","","","1"
"2019-03","Nova Scotia","2016A000212","Population","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063529","4.1.3.6.1.1","182.2","","","","1"
"2019-04","Nova Scotia","2016A000212","Population","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063529","4.1.3.6.1.1","182.2","","","","1"
"2019-05","Nova Scotia","2016A000212","Population","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063529","4.1.3.6.1.1","182.2","","","","1"
"2019-06","Nova Scotia","2016A000212","Population","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063529","4.1.3.6.1.1","182.3","","","","1"
"2019-07","Nova Scotia","2016A000212","Population","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063529","4.1.3.6.1.1","182.5","","","","1"
"2019-08","Nova Scotia","2016A000212","Population","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063529","4.1.3.6.1.1","182.8","","","","1"
"2019-09","Nova Scotia","2016A000212","Population","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063529","4.1.3.6.1.1","182.9","","","","1"
"2019-10","Nova Scotia","2016A000212","Population","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063529","4.1.3.6.1.1","183.1","","","","1"
"2019-11","Nova Scotia","2016A000212","Population","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063529","4.1.3.6.1.1","183.2","","","","1"
"2019-12","Nova Scotia","2016A000212","Population","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063529","4.1.3.6.1.1","183.2","","","","1"
"2020-01","Nova Scotia","2016A000212","Population","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063529","4.1.3.6.1.1","183.2","","","","1"
"2020-02","Nova Scotia","2016A000212","Population","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063529","4.1.3.6.1.1","183.2","","","","1"
"2016-02","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","168.0","","","","1"
"2016-03","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","168.3","","","","1"
"2016-04","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","168.5","","","","1"
"2016-05","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","168.8","","","","1"
"2016-06","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","169.1","","","","1"
"2016-07","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","169.4","","","","1"
"2016-08","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","169.8","","","","1"
"2016-09","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","170.2","","","","1"
"2016-10","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","170.6","","","","1"
"2016-11","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","170.9","","","","1"
"2016-12","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","171.2","","","","1"
"2017-01","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","171.6","","","","1"
"2017-02","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","171.9","","","","1"
"2017-03","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","172.2","","","","1"
"2017-04","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","172.5","","","","1"
"2017-05","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","172.9","","","","1"
"2017-06","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","173.2","","","","1"
"2017-07","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","173.5","","","","1"
"2017-08","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","174.0","","","","1"
"2017-09","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","174.3","","","","1"
"2017-10","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","174.6","","","","1"
"2017-11","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","174.8","","","","1"
"2017-12","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","175.1","","","","1"
"2018-01","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","175.4","","","","1"
"2018-02","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","175.6","","","","1"
"2018-03","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","175.8","","","","1"
"2018-04","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","176.0","","","","1"
"2018-05","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","176.3","","","","1"
"2018-06","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","176.5","","","","1"
"2018-07","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","176.8","","","","1"
"2018-08","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","177.1","","","","1"
"2018-09","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","177.4","","","","1"
"2018-10","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","177.7","","","","1"
"2018-11","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","178.0","","","","1"
"2018-12","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","178.2","","","","1"
"2019-01","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","178.5","","","","1"
"2019-02","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","178.7","","","","1"
"2019-03","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","178.9","","","","1"
"2019-04","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","179.3","","","","1"
"2019-05","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","179.6","","","","1"
"2019-06","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","180.0","","","","1"
"2019-07","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","180.5","","","","1"
"2019-08","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","180.7","","","","1"
"2019-09","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","181.1","","","","1"
"2019-10","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","181.4","","","","1"
"2019-11","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","181.7","","","","1"
"2019-12","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","182.0","","","","1"
"2020-01","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","182.3","","","","1"
"2020-02","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","182.6","","","","1"
"2016-02","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","153.9","","","","1"
"2016-03","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","153.1","","","","1"
"2016-04","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","151.5","","","","1"
"2016-05","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","149.9","","","","1"
"2016-06","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","151.0","","","","1"
"2016-07","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","152.1","","","","1"
"2016-08","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","152.3","","","","1"
"2016-09","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","152.1","","","","1"
"2016-10","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","151.1","","","","1"
"2016-11","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","151.0","","","","1"
"2016-12","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","152.8","","","","1"
"2017-01","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","153.8","","","","1"
"2017-02","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","152.2","","","","1"
"2017-03","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","154.1","","","","1"
"2017-04","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","153.7","","","","1"
"2017-05","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","152.9","","","","1"
"2017-06","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","152.8","","","","1"
"2017-07","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","152.3","","","","1"
"2017-08","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","152.5","","","","1"
"2017-09","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","153.1","","","","1"
"2017-10","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","153.8","","","","1"
"2017-11","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","154.2","","","","1"
"2017-12","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","156.3","","","","1"
"2018-01","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","155.6","","","","1"
"2018-02","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","156.2","","","","1"
"2018-03","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","154.6","","","","1"
"2018-04","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","156.0","","","","1"
"2018-05","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","154.4","","","","1"
"2018-06","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","154.2","","","","1"
"2018-07","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","155.4","","","","1"
"2018-08","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","156.0","","","","1"
"2018-09","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","156.8","","","","1"
"2018-10","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","156.4","","","","1"
"2018-11","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","155.2","","","","1"
"2018-12","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","154.2","","","","1"
"2019-01","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","155.5","","","","1"
"2019-02","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","154.7","","","","1"
"2019-03","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","154.5","","","","1"
"2019-04","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","154.3","","","","1"
"2019-05","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","156.1","","","","1"
"2019-06","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","156.3","","","","1"
"2019-07","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","155.1","","","","1"
"2019-08","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","155.6","","","","1"
"2019-09","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","155.1","","","","1"
"2019-10","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","155.7","","","","1"
"2019-11","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","155.5","","","","1"
"2019-12","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","153.6","","","","1"
"2020-01","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","155.1","","","","1"
"2020-02","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","157.6","","","","1"
"2016-02","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","59.0","","","","1"
"2016-03","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","60.9","","","","1"
"2016-04","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","60.4","","","","1"
"2016-05","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","61.2","","","","1"
"2016-06","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","60.1","","","","1"
"2016-07","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","60.3","","","","1"
"2016-08","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","62.1","","","","1"
"2016-09","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","62.6","","","","1"
"2016-10","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","61.7","","","","1"
"2016-11","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","61.8","","","","1"
"2016-12","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","60.9","","","","1"
"2017-01","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","60.3","","","","1"
"2017-02","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","60.1","","","","1"
"2017-03","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","59.9","","","","1"
"2017-04","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","59.8","","","","1"
"2017-05","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","58.4","","","","1"
"2017-06","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","59.6","","","","1"
"2017-07","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","60.0","","","","1"
"2017-08","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","60.1","","","","1"
"2017-09","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","62.2","","","","1"
"2017-10","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","61.5","","","","1"
"2017-11","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","61.7","","","","1"
"2017-12","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","63.3","","","","1"
"2018-01","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","62.2","","","","1"
"2018-02","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","62.4","","","","1"
"2018-03","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","60.7","","","","1"
"2018-04","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","61.2","","","","1"
"2018-05","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","62.7","","","","1"
"2018-06","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","63.9","","","","1"
"2018-07","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","63.8","","","","1"
"2018-08","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","62.2","","","","1"
"2018-09","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","60.0","","","","1"
"2018-10","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","60.5","","","","1"
"2018-11","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","62.1","","","","1"
"2018-12","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","61.7","","","","1"
"2019-01","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","62.9","","","","1"
"2019-02","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","62.2","","","","1"
"2019-03","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","63.3","","","","1"
"2019-04","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","63.5","","","","1"
"2019-05","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","63.3","","","","1"
"2019-06","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","62.6","","","","1"
